# k1 k2
-0.277846 0.0240505
-0.00688027 0.0666203
-0.281868 0.0259678
-0.0243593 0.0373606
-0.313615 0.0413228
-0.0752341 -0.031839
-0.176592 0.00889035
-0.10714 -0.0601452
-0.179003 0.00269393
-0.133461 -0.0603143
-0.194401 -0.00119229
-0.144391 -0.0692922
-0.200885 -0.0126042
-0.0632402 -0.13554
-0.200423 -0.00944677
-0.105629 -0.0446394
-0.196524 -0.00135175
-0.0756064 -0.0196832
-0.194516 -0.00481159
-0.0476235 0.00453366
-0.193231 -0.0102219
-0.0353183 0.0160205
-0.185302 -0.00734934
-0.0238029 0.0206621
-0.180537 -0.00260499
-0.0162374 0.0173265
-0.169753 0.0133193
-0.0111845 0.013225
-0.166875 0.0232361
-0.00542103 0.018229
-0.160806 0.0257468
-0.00923641 0.0212894
-0.157636 0.022672
-0.0115376 0.0238662
-0.146903 0.0266844
-0.0154398 0.0227055
-0.146707 0.0240475
-0.016799 0.033818
-0.148401 0.0199418
-0.0163921 0.049474
-0.155702 0.00809405
-0.0174701 0.0602466
-0.161995 -0.00681313
-0.0109271 0.0706591
-0.161855 -0.00138104
-0.0125202 0.0558347
-0.158384 0.0091585
-0.00874059 0.0354215
-0.162731 0.00969755
-0.00860172 0.0029326
-0.158922 0.0189325
-0.00656054 -0.0258896
-0.159874 0.0171969
-0.00263409 -0.0438641
-0.155992 0.0129727
0.0006642 -0.0486458
-0.149466 0.0146411
0.0197143 -0.0257566
-0.151126 0.0105607
0.043687 -0.00814269
-0.151761 0.0105294
0.0662346 0.00099816
-0.154346 0.0126568
0.0660898 0.00200598
-0.15836 0.0169083
0.0508714 -0.00475663
-0.161466 0.0212605
0.0449472 -0.0113405
-0.168531 0.010625
0.0359993 -0.0141241
-0.174759 -0.00325248
0.0407495 -0.0015957
-0.174462 -0.00773899
0.0360798 0.00909445
-0.172863 -0.00725836
0.0445201 0.0168396
-0.168129 0.00126052
0.0136757 0.0391164
-0.168299 0.0125448
0.0067838 0.0430755
-0.167227 0.0268044
-0.0162499 0.0501856
-0.166792 0.0331977
-0.0423432 0.0313356
-0.16882 0.0199623
-0.0902036 -0.0203665
-0.31994 0.0214378
-0.113504 -0.0510994
-0.302602 -0.00961108
-0.125468 -0.0518484
-0.316489 -0.0101154
-0.0642649 -0.123886
-0.32152 -0.0206954
-0.0601336 -0.107946
-0.323213 -0.0174349
-0.045349 -0.0767239
-0.324837 -0.00954777
-0.0455113 -0.0253715
-0.326997 -0.0115391
-0.0235369 -0.00112736
-0.324194 -0.0135225
-0.0138594 0.0126741
-0.312814 -0.00765467
-0.00448412 0.0198201
-0.310149 -0.00321747
0.00683638 0.0204715
-0.307009 0.00906834
0.0148492 0.019986
-0.311041 0.0159898
0.0338544 0.0167688
-0.305833 0.0190063
0.0371389 0.0149603
-0.298806 0.0185662
0.0368045 0.012751
-0.291143 0.0192347
0.0317931 0.0135026
-0.297202 0.0105439
0.0174339 0.0385125
-0.303678 0.00254038
0.0176329 0.0570671
-0.307641 -0.00485242
0.0133183 0.0691323
-0.308221 -0.0129378
0.0130595 0.0775526
-0.306422 -0.00294664
0.00598699 0.0576046
-0.305631 0.00943714
0.00180053 0.0291443
-0.312712 0.00756777
-1.669e-05 -0.0070866
-0.306006 0.014627
-0.00463094 -0.0284185
-0.301116 0.0140858
-0.00349763 -0.0370649
-0.296401 0.00936035
-0.000258971 -0.0353872
-0.295312 0.00688417
0.0251068 -0.0222555
-0.30018 0.00136968
-0.0167042 0.0475293
-0.296817 0.00311428
-0.0134562 0.057146
-0.2942 0.0058243
0.0413204 -0.0143658
-0.294722 0.0121957
0.0215674 -0.0189397
-0.297603 0.017639
0.0217737 -0.0208955
-0.302424 0.00914887
0.0238331 -0.0161444
-0.301305 -0.00150208
0.0383055 0.00118738
-0.292904 -0.00665395
0.0399475 0.014615
-0.289101 -0.0101476
0.0415423 0.0235422
-0.287345 -0.00606213
0.0193962 0.0285847
-0.290503 0.00372901
-0.00190287 0.0358091
-0.285871 0.021812
-0.0403569 0.0516596
-0.282583 0.0349541
-0.0717212 0.0439256
-0.267617 0.00880997
-0.0760371 -0.00279555
-0.576242 0.0195374
-0.0269329 -0.0893157
-0.554166 -0.00912788
-0.0281795 -0.0892085
-0.559601 -0.0116699
-0.0336307 -0.091196
-0.561324 -0.024191
-0.0243426 -0.0856306
-0.565783 -0.0235262
-0.0137522 -0.0646247
-0.573103 -0.0145447
-0.00637126 -0.0342015
-0.578553 -0.0121977
-0.000237587 -0.00773178
-0.576001 -0.0131899
0.00193447 0.00828408
-0.568382 -0.0122087
0.00948079 0.0165773
-0.572613 -0.0106708
0.0178052 0.02479
-0.57757 0.00306756
0.0352616 0.0162964
-0.583367 0.0151026
0.0521571 0.017986
-0.575778 0.0195783
0.0561516 0.0165519
-0.565861 0.0151611
0.0579057 0.0137935
-0.563011 0.00902642
0.0558529 0.0176555
-0.572166 -0.00114868
0.0556906 0.0326904
-0.578436 -0.00714164
0.0435344 0.0671644
-0.575475 -0.00929055
0.0399519 0.0744819
-0.571528 -0.0149928
0.0355718 0.0754485
-0.571664 -0.00498779
0.0253262 0.0494898
-0.575016 0.0106224
0.0167033 0.0131156
-0.584002 0.00948083
0.00716003 -0.0167323
-0.578055 0.0101472
-0.000636141 -0.0309674
-0.574449 0.00214696
-0.00535992 -0.0300281
-0.576091 -0.0083391
-0.00384229 -0.0269559
-0.583724 -0.0135689
-0.025536 0.024456
-0.591788 -0.0167368
-0.0287273 0.0407917
-0.584394 -0.0132901
-0.0295688 0.0416954
-0.578981 -0.0145964
-0.0317609 0.0205585
-0.577058 -0.00655147
0.00538299 -0.0334864
-0.576613 0.00743382
0.0125394 -0.0304864
-0.574811 0.00858704
0.0222197 -0.0218503
-0.56341 0.00337066
0.0395841 -0.00492796
-0.548966 -0.00657443
0.0396447 0.0105072
-0.54539 -0.0168392
0.0338757 0.0189302
-0.544771 -0.0129826
0.0336297 -0.00251973
-0.546459 0.000288098
-0.0278757 0.0425238
-0.536819 0.0201797
-0.0628578 0.0581888
-0.532641 0.0332961
-0.0894675 0.0610657
-0.510507 0.00217035
0.0185338 -0.0449044
-0.911033 0.0413922
0.00818048 -0.0574793
-0.911372 -0.00232297
0.00713703 -0.0589897
-0.909478 -0.012457
0.00765407 -0.0757956
-0.916046 -0.0336846
0.0137018 -0.0801423
-0.920417 -0.0379342
0.01759 -0.0643775
-0.924557 -0.0214881
0.0196833 -0.0346581
-0.931346 -0.00946644
0.0196171 -0.00808497
-0.933153 -0.0113702
0.0218337 0.00857519
-0.933433 -0.0236797
0.0314377 0.0179457
-0.937073 -0.0274351
0.0488435 0.0189709
-0.938707 -0.00588822
0.0573317 0.014901
-0.944551 0.0177569
0.0715976 0.0152089
-0.944083 0.0203699
0.0710541 0.0116796
-0.944964 0.00117211
0.0739856 0.00933953
-0.945451 -0.0149063
0.0757354 0.0169261
-0.948404 -0.0180637
0.0780732 0.0357637
-0.954085 -0.0156446
0.0844767 0.0564636
-0.948089 -0.0146899
0.0789656 0.0615713
-0.943443 -0.0256801
0.0682671 0.0580426
-0.937326 -0.0174028
0.049467 0.035375
-0.932628 0.00934076
0.0365026 -0.00298817
-0.940338 0.0192915
0.0245662 -0.0280301
-0.942719 0.0141003
0.0129649 -0.0314216
-0.948171 -0.00562927
0.000959596 -0.0201302
-0.95239 -0.0214954
-0.0150865 -0.000451291
-0.95686 -0.0197009
-0.0232033 0.0287461
-0.965162 -0.0137347
-0.032874 0.0384059
-0.960409 -0.0132316
-0.0374449 0.0337815
-0.95873 -0.0287586
-0.0429966 0.0128582
-0.95092 -0.0252133
0.00479617 -0.046462
-0.940585 0.00127824
0.0154751 -0.043209
-0.936936 0.0138632
0.0238234 -0.0348304
-0.927012 0.00876164
0.0325587 -0.0186675
-0.919074 -0.0145839
0.024604 -0.00126267
-0.918043 -0.0352666
0.0232717 -0.00127568
-0.911269 -0.0264239
0.0345367 -0.0284211
-0.909778 -0.00455496
-0.0467693 0.0493906
-0.899147 0.0136761
-0.0622838 0.0618582
-0.895842 0.0153899
-0.0767587 0.0723642
-0.870835 -0.0235562
0.0457639 -0.0179426
-1.28909 -0.0274362
-1.89691 0.0524791
0.0456551 -0.0292459
-1.27825 -0.038087
-1.83778 0.0593908
0.0417395 -0.0371051
-1.26618 -0.0313652
-1.83085 0.01209
0.0378412 -0.0647625
-1.26656 -0.0663884
-1.83912 -0.0486587
0.034963 -0.0778711
-1.27121 -0.0884181
-1.84657 -0.0373521
0.0319726 -0.0673703
-1.28001 -0.0627955
-1.84703 0.0210677
0.0307083 -0.0383579
-1.28776 -0.0329857
-1.84785 0.0461195
0.0287995 -0.0105224
-1.28692 -0.0322703
-1.84683 0.0118932
0.0320627 0.00928211
-1.2861 -0.0610263
-1.85164 -0.0417522
0.0458591 0.019303
-1.29309 -0.0808598
-1.85642 -0.0236661
0.0639796 0.0182509
-1.29929 -0.0492958
-1.84985 0.0512899
0.0657586 0.0103833
-1.30531 -0.00332781
-1.84664 0.092946
0.0737506 0.00729373
-1.3023 0.00576551
-1.84578 0.0521908
0.0664018 6.6785e-05
-1.30163 -0.033312
-1.85825 -0.0283122
0.0709551 -0.00101156
-1.30537 -0.0723538
-1.87118 -0.0372637
0.0777731 0.0111808
-1.31336 -0.0655936
-1.8738 0.00888391
0.0859942 0.0333518
-1.31961 -0.0466203
-1.87258 0.0350197
0.0976184 0.0583357
-1.3107 -0.0413253
-1.86002 0.00943621
0.0918718 0.0668676
-1.30302 -0.0648326
-1.85819 -0.0357567
0.0858172 0.0581211
-1.29793 -0.0735612
-1.85371 -0.00652951
0.0782693 0.0287573
-1.29594 -0.0337114
-1.84434 0.0599565
0.0664352 -0.00902356
-1.30179 -0.00179622
-1.84603 0.0791325
0.0534267 -0.0294123
-1.29906 -0.00792547
-1.84818 0.0296545
0.0395327 -0.0256857
-1.30175 -0.0472505
-1.86242 -0.0416531
0.0227334 -0.0116607
-1.30674 -0.0817377
-1.87584 -0.0471942
0.00121114 0.00887893
-1.31474 -0.0717045
-1.87946 0.00226072
-0.0110263 0.0327872
-1.32327 -0.0480634
-1.88088 0.0319467
-0.0258122 0.038168
-1.31506 -0.0429143
-1.87127 -0.00201896
-0.0345952 0.03293
-1.31385 -0.0737418
-1.87571 -0.0531572
-0.0454111 0.0166172
-1.31101 -0.0874333
-1.87049 -0.0159049
0.013084 -0.0532552
-1.30698 -0.0430131
-1.85547 0.0620599
0.0195248 -0.0536717
-1.30511 -0.00629989
-1.84835 0.0873645
0.0149596 -0.0502071
-1.29234 -0.0075567
-1.84023 0.0481146
0.00693806 -0.0384871
-1.28305 -0.0436562
-1.84413 -0.0253607
-0.0101563 -0.0240681
-1.28323 -0.0850468
-1.85406 -0.0399088
0.0018605 -0.0370877
-1.27989 -0.0744673
-1.85006 0.0140259
0.0208037 -0.057771
-1.27945 -0.0378857
-1.84808 0.0547778
0.0424492 -0.0615758
-1.26762 -0.0174321
-1.83882 0.042173
0.052986 -0.0550581
-1.25843 -0.0395528
-1.8314 0.0460628
0.0686279 -0.0527431
-1.24792 -0.0517285
-1.85839 0.0151464
0.0685546 -0.00711812
-2.39266 0.037364
0.065159 -0.006193
-2.37925 0.0405758
0.056293 -0.0208431
-2.37765 -0.00116959
0.047347 -0.0541071
-2.40766 -0.0600952
0.0388023 -0.0738232
-2.39797 -0.0745097
0.033899 -0.067435
-2.35814 -0.0213398
0.0348746 -0.0376941
-2.35192 0.0197158
0.0371265 -0.00680447
-2.36824 0.00223463
0.0466434 0.0142709
-2.40236 -0.0543746
0.0655973 0.0234358
